Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
1363,Rhode Island School of Design,1.8000000000000005,Phd,Miami,N/A,N/A,0,N/A,4,ML Engineer,11/12,11/14,Chef,2/11,6/11,Data scientist,3/17,3/19
1364,Bentley University,2.200000000000001,Phd,Providence,F,N/A,0,1,4,Junior SWE,8/14,8/19,N/A,N/A,N/A,N/A,N/A,N/A
1365,Providence College,1.2,Phd,Los Angeles,F,1,1,0,2,ML Engineer,8/16,10/16,Senior SWE,5/15,9/15,N/A,N/A,N/A
1366,Providence College,2.200000000000001,Phd,Miami,M,N/A,0,0,4,Data scientist,10/13,N/A,Junior SWE,3/14,3/21,Bus Driver,5/22,7/22
1367,SUNY Binghamton University,2.200000000000001,Bachelors,Miami,N/A,N/A,0,0,2,Junior SWE,9/10,9/19,N/A,N/A,N/A,N/A,N/A,N/A
1368,Bentley University,3.3000000000000016,Masters,Chicago,N/A,0,0,N/A,0,Lawyer,9/23,12/23,ML Engineer,9/16,9/22,ML Engineer,6/11,6/12
1369,Columbia University,2.700000000000001,Phd,New York City,F,N/A,1,0,3,Bus Driver,10/19,10/20,Bus Driver,7/10,7/13,Lawyer,8/11,8/13
1370,Brown University,1.8000000000000005,Phd,Boston,F,1,0,0,4,Lawyer,3/13,3/20,ML Engineer,3/17,3/22,Junior SWE,12/13,12/14
1371,Providence College,2.700000000000001,Masters,New York City,M,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1372,Rhode Island School of Design,3.3000000000000016,Masters,Los Angeles,N/A,0,1,0,2,Senior SWE,7/14,11/14,ML Engineer,8/17,8/18,N/A,N/A,N/A
1373,Columbia University,2.500000000000001,Masters,Providence,M,1,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1374,SUNY Binghamton University,2.000000000000001,Masters,Washington D.C.,M,1,1,0,2,Senior SWE,9/23,12/23,Chef,11/11,11/20,Data scientist,7/23,8/23
1375,SUNY New Paltz,3.200000000000002,Phd,Chicago,M,1,1,N/A,1,ML Engineer,2/21,9/21,Data scientist,8/12,8/18,N/A,N/A,N/A
1376,SUNY Binghamton University,2.700000000000001,Phd,Miami,M,N/A,0,N/A,1,ML Engineer,7/16,N/A,Chef,7/11,7/21,Junior SWE,6/12,6/20
1377,Rhode Island School of Design,4.000000000000003,Phd,Miami,F,1,1,N/A,0,Bus Driver,2/10,2/12,Junior SWE,2/21,11/21,Junior SWE,4/10,4/13
1378,Providence College,1.3,Masters,Los Angeles,N/A,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1379,Columbia University,2.200000000000001,Bachelors,Washington D.C.,N/A,0,0,0,0,Chef,7/22,9/22,Chef,2/13,2/19,N/A,N/A,N/A
1380,Rhode Island School of Design,2.3000000000000007,Phd,Providence,M,N/A,0,N/A,4,Lawyer,8/17,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1381,SUNY New Paltz,3.1000000000000014,Masters,Boston,F,0,0,1,1,Bus Driver,9/11,9/19,Data scientist,1/11,1/22,ML Engineer,3/14,3/17
1382,SUNY New Paltz,2.1000000000000005,Bachelors,Chicago,N/A,0,0,1,1,Chef,10/20,12/20,ML Engineer,11/20,12/20,Senior SWE,7/15,7/20
1383,SUNY New Paltz,3.0000000000000018,Masters,Miami,N/A,N/A,0,1,4,Senior SWE,3/16,3/20,N/A,N/A,N/A,N/A,N/A,N/A
1384,Colgate University,1.3,Phd,Washington D.C.,N/A,1,0,0,1,Data scientist,8/11,8/15,Data scientist,10/19,10/22,Bus Driver,8/12,8/13
1385,Colgate University,1.2,Phd,New York City,N/A,1,0,N/A,1,Data scientist,8/12,12/12,Data scientist,5/23,9/23,Lawyer,3/21,3/22
1386,SUNY Binghamton University,3.8000000000000025,Masters,Washington D.C.,N/A,1,1,N/A,4,Chef,3/10,3/11,Lawyer,10/15,10/22,Data scientist,10/10,10/19
1387,Columbia University,1.4000000000000001,Masters,New York City,F,N/A,1,N/A,0,Senior SWE,4/13,4/17,Senior SWE,4/19,4/21,Data scientist,6/19,6/22
1388,Providence College,3.1000000000000014,Masters,Providence,F,1,1,N/A,0,Data scientist,8/20,8/21,Senior SWE,9/20,9/21,Data scientist,7/23,10/23
1389,Columbia University,4.000000000000003,Bachelors,Chicago,F,1,1,0,1,Junior SWE,3/17,3/18,ML Engineer,1/11,1/19,Senior SWE,8/11,8/19
1390,Bentley University,3.200000000000002,Bachelors,Boston,N/A,N/A,0,0,2,ML Engineer,12/12,12/14,Junior SWE,1/22,9/22,N/A,N/A,N/A
1391,Columbia University,1.8000000000000005,Masters,Los Angeles,N/A,N/A,1,N/A,1,Bus Driver,1/11,12/11,Lawyer,9/20,9/21,Junior SWE,11/16,11/19
1392,Rhode Island School of Design,2.3000000000000007,Masters,Miami,M,0,0,N/A,2,Chef,1/18,1/20,Data scientist,6/15,6/16,N/A,N/A,N/A
1393,SUNY New Paltz,2.6000000000000014,Phd,Washington D.C.,N/A,0,0,1,3,Bus Driver,12/16,12/19,ML Engineer,5/21,6/21,Chef,4/16,4/19
1394,Rhode Island School of Design,2.000000000000001,Masters,New York City,F,N/A,1,N/A,2,Chef,5/17,5/20,Chef,10/16,10/17,Chef,4/13,11/13
1395,SUNY Binghamton University,1.2,Phd,Miami,M,N/A,1,1,4,Chef,2/18,2/21,Data scientist,9/21,10/21,Lawyer,6/12,6/20
1396,Rhode Island School of Design,1.4000000000000001,Bachelors,Los Angeles,M,N/A,0,N/A,0,Lawyer,12/14,12/19,ML Engineer,1/23,5/23,ML Engineer,9/14,9/18
1397,Providence College,2.8000000000000016,Phd,Boston,F,1,0,N/A,0,Chef,11/15,N/A,Lawyer,3/10,3/22,Bus Driver,12/13,1/14
1398,Providence College,2.700000000000001,Phd,Chicago,N/A,0,0,N/A,0,Senior SWE,7/17,7/22,Lawyer,7/23,9/23,Lawyer,5/17,5/20
1399,Columbia University,1.9000000000000006,Bachelors,Boston,F,1,0,1,2,ML Engineer,8/16,8/22,Data scientist,3/21,3/22,Senior SWE,2/14,2/19
1400,Columbia University,2.4000000000000012,Masters,Detroit,N/A,1,0,0,3,Senior SWE,8/22,10/22,Junior SWE,1/16,1/19,Chef,1/18,1/20
1401,SUNY New Paltz,2.3000000000000007,Bachelors,Providence,N/A,N/A,0,1,1,Lawyer,4/23,11/23,Data scientist,9/21,10/21,Lawyer,10/12,10/16
1402,Brown University,1.5000000000000002,Masters,Detroit,N/A,1,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1403,SUNY Binghamton University,3.0000000000000018,Masters,Boston,M,0,0,0,2,Bus Driver,6/19,N/A,Chef,11/20,11/22,Bus Driver,2/15,2/19
1404,Bentley University,3.700000000000002,Bachelors,Chicago,M,0,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1405,SUNY New Paltz,1.4000000000000001,Phd,Boston,N/A,N/A,0,1,2,Bus Driver,7/14,N/A,Chef,3/20,3/22,Lawyer,12/13,12/20
1406,Rhode Island School of Design,1.4000000000000001,Bachelors,Chicago,N/A,0,1,N/A,4,Junior SWE,10/13,10/20,N/A,N/A,N/A,N/A,N/A,N/A
1407,Bentley University,2.200000000000001,Bachelors,Boston,M,0,1,0,1,Senior SWE,6/14,6/15,Chef,10/19,11/19,Chef,2/14,2/19
1408,SUNY New Paltz,2.700000000000001,Phd,Boston,N/A,1,0,1,4,Senior SWE,8/23,9/23,Senior SWE,3/17,11/17,N/A,N/A,N/A
1409,Providence College,1.9000000000000006,Masters,Washington D.C.,F,N/A,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1410,Brown University,3.200000000000002,Bachelors,Providence,M,0,0,N/A,0,Junior SWE,1/19,1/20,Data scientist,4/21,5/21,Junior SWE,9/15,9/16
1411,Columbia University,1.7000000000000004,Bachelors,Detroit,F,0,1,N/A,3,Senior SWE,5/18,5/21,Data scientist,8/13,8/20,Bus Driver,9/23,11/23
1412,SUNY New Paltz,1.6000000000000003,Bachelors,Washington D.C.,F,1,0,0,3,Chef,4/17,4/20,Lawyer,2/10,2/17,Senior SWE,6/12,6/22
1413,Brown University,1.9000000000000006,Masters,Providence,M,N/A,1,N/A,2,Lawyer,7/16,7/19,Junior SWE,7/11,7/15,Junior SWE,10/21,12/21
1414,Colgate University,3.3000000000000016,Bachelors,New York City,M,N/A,0,N/A,1,Bus Driver,6/23,9/23,ML Engineer,5/22,12/22,Bus Driver,4/20,4/22
1415,Brown University,3.6000000000000023,Masters,Detroit,F,1,1,1,0,Data scientist,12/19,1/20,Data scientist,7/10,7/21,N/A,N/A,N/A
1416,SUNY Binghamton University,2.000000000000001,Phd,Detroit,M,1,1,N/A,0,Senior SWE,3/16,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1417,Providence College,3.8000000000000025,Phd,Washington D.C.,F,0,1,N/A,4,ML Engineer,9/23,11/23,Senior SWE,5/21,5/22,ML Engineer,9/20,10/20
1418,Columbia University,1.6000000000000003,Masters,Chicago,F,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1419,Rhode Island School of Design,3.200000000000002,Bachelors,Detroit,F,1,0,0,1,ML Engineer,11/15,11/21,Bus Driver,6/20,6/22,Junior SWE,10/16,10/18
1420,Rhode Island School of Design,2.9000000000000012,Masters,Chicago,N/A,N/A,1,1,1,Junior SWE,5/11,5/17,Senior SWE,2/15,3/15,Bus Driver,7/11,7/17
1421,Colgate University,1.3,Masters,Los Angeles,M,0,0,N/A,2,Data scientist,5/14,N/A,Senior SWE,9/18,9/21,Lawyer,4/19,4/21
1422,Providence College,3.400000000000002,Bachelors,New York City,N/A,0,0,1,0,ML Engineer,10/11,10/17,Data scientist,4/18,4/19,Bus Driver,4/17,4/20
1423,Columbia University,2.500000000000001,Phd,New York City,N/A,0,1,N/A,4,Junior SWE,11/14,11/15,Bus Driver,8/21,8/22,Senior SWE,11/19,11/20
1424,Brown University,2.6000000000000014,Phd,Boston,N/A,N/A,1,0,3,Junior SWE,12/10,N/A,Data scientist,7/12,7/19,Data scientist,1/18,4/18
1425,Brown University,3.5000000000000018,Bachelors,Boston,M,0,0,1,1,ML Engineer,11/14,11/19,Lawyer,10/20,12/20,ML Engineer,9/15,9/20
1426,Colgate University,2.700000000000001,Bachelors,Washington D.C.,M,N/A,0,1,1,Data scientist,2/16,2/19,Bus Driver,7/10,7/15,Data scientist,8/20,8/22
1427,Columbia University,1.8000000000000005,Masters,Los Angeles,F,N/A,0,N/A,2,Lawyer,11/17,11/18,Lawyer,1/15,1/16,ML Engineer,8/16,8/18
1428,SUNY New Paltz,3.700000000000002,Phd,Boston,N/A,1,0,N/A,0,Data scientist,1/15,1/20,Data scientist,12/13,12/17,N/A,N/A,N/A
1429,Colgate University,3.900000000000002,Masters,Providence,M,0,1,0,1,Lawyer,1/22,2/22,Bus Driver,4/19,4/22,Senior SWE,10/16,10/22
1430,SUNY Binghamton University,3.200000000000002,Bachelors,Miami,N/A,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1431,Bentley University,1.6000000000000003,Phd,Detroit,M,1,1,N/A,0,ML Engineer,6/16,10/16,Junior SWE,6/17,9/17,Senior SWE,3/17,3/20
1432,Brown University,3.1000000000000014,Bachelors,Miami,N/A,N/A,0,N/A,3,Senior SWE,11/20,12/20,Junior SWE,6/11,6/21,Junior SWE,6/17,6/20
1433,Rhode Island School of Design,1.2,Masters,Providence,M,1,1,1,4,Chef,12/17,12/18,Junior SWE,1/18,1/20,Junior SWE,5/11,5/21
1434,Colgate University,1.8000000000000005,Phd,New York City,N/A,1,1,N/A,1,Chef,8/17,8/18,Chef,1/23,6/23,Bus Driver,1/23,9/23
1435,Colgate University,3.3000000000000016,Phd,Washington D.C.,F,0,1,1,0,Data scientist,1/10,8/10,Data scientist,8/23,10/23,N/A,N/A,N/A
1436,Providence College,2.9000000000000012,Masters,Los Angeles,F,1,1,1,0,Data scientist,5/14,6/14,Chef,7/22,10/22,Bus Driver,6/12,6/21
1437,SUNY Binghamton University,3.5000000000000018,Masters,New York City,M,N/A,1,1,3,ML Engineer,6/19,N/A,ML Engineer,7/18,7/21,ML Engineer,9/13,9/15
1438,Rhode Island School of Design,3.0000000000000018,Phd,New York City,N/A,0,1,N/A,4,ML Engineer,8/19,8/21,Junior SWE,7/16,7/22,Bus Driver,11/23,12/23
1439,Bentley University,2.700000000000001,Masters,Miami,N/A,1,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1440,SUNY New Paltz,2.500000000000001,Masters,Los Angeles,F,1,1,0,4,Lawyer,4/14,4/20,Data scientist,7/14,7/20,Chef,12/17,12/18
1441,Brown University,1.2,Phd,Chicago,F,N/A,0,0,4,Bus Driver,8/17,8/20,Lawyer,12/16,12/18,Junior SWE,1/13,1/18
1442,Brown University,1.2,Phd,Los Angeles,N/A,0,0,0,4,Junior SWE,5/23,12/23,Senior SWE,1/10,1/18,Junior SWE,9/10,9/14
1443,Rhode Island School of Design,1.7000000000000004,Phd,Providence,M,1,0,N/A,2,Senior SWE,8/20,8/21,Chef,9/17,9/22,Chef,8/21,9/21
1444,Columbia University,3.900000000000002,Masters,Detroit,M,N/A,0,N/A,0,Senior SWE,5/12,5/15,Bus Driver,4/20,4/21,Junior SWE,4/20,12/20
1445,Rhode Island School of Design,1.7000000000000004,Bachelors,Boston,M,1,1,1,0,Bus Driver,7/22,N/A,ML Engineer,5/13,5/20,Junior SWE,3/13,8/13
1446,SUNY Binghamton University,3.0000000000000018,Masters,Boston,F,1,1,N/A,0,Bus Driver,11/20,11/22,Bus Driver,12/14,12/22,ML Engineer,6/16,6/20
1447,SUNY New Paltz,1.7000000000000004,Masters,Detroit,F,N/A,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1448,Colgate University,1.5000000000000002,Masters,Chicago,N/A,N/A,0,N/A,0,Lawyer,5/20,5/21,ML Engineer,1/14,1/15,ML Engineer,5/17,5/18
1449,Providence College,2.1000000000000005,Phd,Miami,N/A,N/A,1,0,4,ML Engineer,6/23,7/23,Data scientist,2/16,2/18,Lawyer,2/12,2/17
1450,Bentley University,3.3000000000000016,Masters,Providence,N/A,0,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1451,Colgate University,3.1000000000000014,Masters,Washington D.C.,F,0,1,1,1,Junior SWE,9/14,9/17,ML Engineer,10/17,10/22,Data scientist,9/17,9/22
1452,Providence College,3.400000000000002,Masters,Detroit,F,0,1,N/A,3,Lawyer,9/13,9/15,Chef,6/15,12/15,Chef,1/17,1/18
1453,Brown University,1.7000000000000004,Bachelors,Los Angeles,F,1,1,1,2,Chef,2/12,2/20,Lawyer,2/15,2/21,Lawyer,1/20,1/22
1454,Columbia University,3.1000000000000014,Bachelors,Washington D.C.,N/A,N/A,0,1,0,Chef,1/17,1/18,ML Engineer,6/23,11/23,Chef,12/13,12/21
1455,Brown University,2.200000000000001,Masters,Washington D.C.,F,0,0,0,1,Junior SWE,3/16,3/21,N/A,N/A,N/A,N/A,N/A,N/A
1456,Colgate University,2.700000000000001,Masters,New York City,F,1,0,N/A,1,Lawyer,1/12,1/20,ML Engineer,9/14,9/21,Junior SWE,5/15,5/18
1457,SUNY New Paltz,1.5000000000000002,Bachelors,Boston,N/A,N/A,1,0,4,Junior SWE,4/18,4/22,Junior SWE,6/12,6/16,Lawyer,6/14,11/14
1458,SUNY New Paltz,1.6000000000000003,Masters,Providence,N/A,N/A,1,0,0,Junior SWE,5/11,5/16,Data scientist,10/20,10/22,Data scientist,7/17,7/22
1459,Providence College,3.0000000000000018,Bachelors,Boston,M,N/A,0,1,0,Data scientist,4/10,4/21,Bus Driver,7/13,7/21,Bus Driver,1/19,1/21
1460,SUNY New Paltz,1.8000000000000005,Phd,Detroit,N/A,N/A,1,1,2,Senior SWE,8/20,8/22,Bus Driver,4/17,4/21,N/A,N/A,N/A
1461,SUNY Binghamton University,2.1000000000000005,Phd,Boston,M,0,0,N/A,1,Chef,11/16,11/21,ML Engineer,10/19,12/19,Senior SWE,9/15,9/21
1462,SUNY Binghamton University,1.4000000000000001,Phd,Providence,N/A,N/A,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1463,Columbia University,1.9000000000000006,Phd,New York City,F,1,1,1,0,Senior SWE,6/14,N/A,ML Engineer,8/19,8/22,Bus Driver,7/23,8/23
1464,Providence College,1.9000000000000006,Bachelors,Washington D.C.,F,0,1,1,0,Senior SWE,9/16,9/22,Data scientist,8/15,8/17,Junior SWE,4/17,4/21
1465,Bentley University,2.500000000000001,Phd,Chicago,M,1,1,0,3,ML Engineer,2/11,2/16,Senior SWE,1/15,1/17,Chef,12/13,12/17
1466,Bentley University,2.000000000000001,Masters,Washington D.C.,N/A,N/A,1,0,1,Bus Driver,7/21,7/22,N/A,N/A,N/A,N/A,N/A,N/A
1467,Columbia University,3.0000000000000018,Masters,Washington D.C.,F,1,0,N/A,1,Data scientist,9/19,9/20,ML Engineer,9/19,9/20,Senior SWE,11/15,11/17
1468,Columbia University,3.400000000000002,Masters,Boston,M,1,0,0,4,ML Engineer,6/18,10/18,ML Engineer,7/12,7/18,N/A,N/A,N/A
1469,Providence College,1.4000000000000001,Masters,New York City,N/A,0,0,1,1,Lawyer,8/23,9/23,Data scientist,3/23,4/23,Bus Driver,8/15,8/16
1470,Providence College,3.1000000000000014,Masters,Providence,F,1,1,1,2,Data scientist,1/13,1/20,ML Engineer,3/14,3/15,Lawyer,1/13,2/13
1471,Brown University,2.4000000000000012,Masters,Chicago,M,1,0,0,0,Chef,10/13,10/19,Senior SWE,10/19,10/22,Chef,10/15,10/19
1472,SUNY Binghamton University,2.500000000000001,Phd,New York City,F,0,1,N/A,2,Senior SWE,9/12,9/16,Lawyer,8/10,8/19,N/A,N/A,N/A
1473,Columbia University,1.9000000000000006,Masters,Miami,F,0,0,N/A,2,Data scientist,11/21,11/22,ML Engineer,10/10,10/11,ML Engineer,8/17,11/17
1474,Providence College,3.5000000000000018,Bachelors,New York City,F,0,1,0,3,Bus Driver,10/16,10/22,Chef,11/22,12/22,ML Engineer,4/10,4/21
1475,SUNY Binghamton University,1.3,Phd,Chicago,N/A,N/A,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1476,Columbia University,3.200000000000002,Phd,New York City,N/A,N/A,0,1,3,Bus Driver,10/19,10/20,Junior SWE,5/15,5/16,Lawyer,6/18,6/19
1477,SUNY Binghamton University,3.700000000000002,Bachelors,Detroit,N/A,N/A,1,N/A,1,Senior SWE,7/18,7/20,Chef,1/15,1/16,Chef,1/23,11/23
1478,Brown University,2.200000000000001,Bachelors,Washington D.C.,F,1,0,0,0,Senior SWE,8/21,10/21,Senior SWE,11/15,11/17,Junior SWE,5/15,11/15
1479,Providence College,3.0000000000000018,Phd,Miami,N/A,N/A,1,0,3,Bus Driver,8/16,8/18,Data scientist,4/15,4/22,Bus Driver,1/22,12/22
1480,Rhode Island School of Design,3.1000000000000014,Bachelors,Providence,F,0,0,0,2,Lawyer,11/21,12/21,Chef,3/13,3/15,ML Engineer,4/15,4/19
1481,Brown University,1.7000000000000004,Phd,Detroit,N/A,0,1,1,2,Bus Driver,10/21,10/22,Junior SWE,9/23,11/23,N/A,N/A,N/A
1482,Rhode Island School of Design,2.200000000000001,Phd,Washington D.C.,M,N/A,0,1,1,Senior SWE,4/13,12/13,Data scientist,8/17,8/22,Data scientist,12/19,12/20
1483,Colgate University,3.5000000000000018,Bachelors,Washington D.C.,F,1,0,1,4,ML Engineer,8/22,11/22,Data scientist,11/18,12/18,Bus Driver,6/21,6/22
1484,Colgate University,2.500000000000001,Phd,Boston,M,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1485,Columbia University,2.200000000000001,Bachelors,New York City,N/A,0,0,1,1,Junior SWE,6/10,6/22,Junior SWE,11/23,12/23,Data scientist,10/13,10/17
1486,Brown University,3.700000000000002,Bachelors,Los Angeles,M,1,0,1,0,Data scientist,7/19,7/21,N/A,N/A,N/A,N/A,N/A,N/A
1487,Colgate University,2.000000000000001,Masters,Miami,N/A,N/A,0,N/A,2,Bus Driver,6/10,6/11,Chef,9/19,9/21,Lawyer,3/13,3/21
1488,Rhode Island School of Design,2.500000000000001,Phd,Boston,N/A,N/A,1,1,4,Senior SWE,2/20,10/20,N/A,N/A,N/A,N/A,N/A,N/A
1489,Providence College,1.5000000000000002,Bachelors,New York City,M,1,0,1,3,Lawyer,2/17,N/A,Bus Driver,9/13,9/19,Senior SWE,6/18,11/18
1490,Rhode Island School of Design,1.6000000000000003,Masters,Los Angeles,N/A,N/A,0,1,3,Junior SWE,8/11,8/15,Bus Driver,12/23,1/24,Data scientist,7/17,7/20
1491,Columbia University,2.700000000000001,Phd,Providence,F,N/A,1,0,1,Data scientist,3/14,3/15,ML Engineer,3/13,3/22,ML Engineer,3/11,3/17
1492,Brown University,3.700000000000002,Phd,Los Angeles,M,N/A,0,N/A,0,Junior SWE,7/21,7/22,ML Engineer,9/19,9/21,Lawyer,3/10,3/13
1493,Providence College,1.2,Masters,Providence,F,0,1,1,1,Senior SWE,11/19,N/A,Bus Driver,12/15,12/19,Lawyer,9/18,9/20
1494,Providence College,2.8000000000000016,Masters,Boston,F,0,1,0,2,ML Engineer,12/17,12/21,Junior SWE,5/16,5/21,N/A,N/A,N/A
1495,Brown University,2.4000000000000012,Phd,Chicago,F,1,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1496,SUNY New Paltz,2.200000000000001,Masters,Providence,M,0,0,1,3,Chef,10/16,10/22,ML Engineer,7/16,7/19,N/A,N/A,N/A
1497,Providence College,3.6000000000000023,Phd,Miami,F,1,1,N/A,1,Chef,8/21,12/21,N/A,N/A,N/A,N/A,N/A,N/A
1498,Brown University,2.8000000000000016,Phd,Providence,M,N/A,1,1,1,Senior SWE,11/21,12/21,Senior SWE,9/12,9/22,Lawyer,3/17,3/22
1499,SUNY New Paltz,3.400000000000002,Bachelors,Miami,F,0,1,0,1,Lawyer,6/20,6/22,Bus Driver,8/20,10/20,Lawyer,7/10,7/17
1500,SUNY Binghamton University,3.6000000000000023,Bachelors,Los Angeles,N/A,N/A,0,N/A,4,Junior SWE,11/10,11/16,Bus Driver,7/15,7/18,Data scientist,6/13,6/15
1501,Bentley University,3.700000000000002,Masters,Providence,N/A,0,0,1,1,Senior SWE,5/19,8/19,Senior SWE,7/22,11/22,ML Engineer,6/16,6/17
1502,Providence College,1.5000000000000002,Bachelors,Washington D.C.,N/A,N/A,0,N/A,3,ML Engineer,3/21,N/A,ML Engineer,11/21,11/22,Junior SWE,12/19,1/20
1503,Bentley University,3.8000000000000025,Masters,Washington D.C.,M,0,1,1,0,Junior SWE,9/19,9/20,Junior SWE,12/13,12/14,Chef,7/15,7/20
1504,SUNY New Paltz,3.1000000000000014,Phd,Detroit,N/A,1,1,1,2,Junior SWE,6/16,6/19,ML Engineer,2/21,2/22,Lawyer,6/23,11/23
1505,Colgate University,2.200000000000001,Phd,Providence,F,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1506,SUNY New Paltz,3.400000000000002,Masters,New York City,N/A,1,0,1,3,Data scientist,5/22,7/22,Bus Driver,11/15,11/17,Lawyer,12/10,12/11
1507,SUNY Binghamton University,2.700000000000001,Masters,Providence,M,1,1,0,4,Junior SWE,12/11,12/15,Chef,3/17,3/21,Bus Driver,4/10,4/16
1508,Rhode Island School of Design,2.4000000000000012,Masters,New York City,M,0,1,1,3,Lawyer,10/22,11/22,N/A,N/A,N/A,N/A,N/A,N/A
1509,Colgate University,1.9000000000000006,Masters,Boston,F,0,0,1,1,ML Engineer,9/12,9/18,Junior SWE,4/16,4/19,ML Engineer,4/16,4/17
1510,Colgate University,2.1000000000000005,Masters,Detroit,F,N/A,0,0,4,Data scientist,10/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1511,Colgate University,3.900000000000002,Bachelors,Detroit,F,1,0,1,0,Bus Driver,5/17,12/17,Junior SWE,8/11,8/15,Bus Driver,5/19,5/20
1512,SUNY Binghamton University,2.1000000000000005,Phd,Washington D.C.,N/A,0,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1513,Providence College,2.200000000000001,Phd,New York City,N/A,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1514,Brown University,3.5000000000000018,Masters,Miami,F,1,0,N/A,2,Chef,7/15,7/16,Data scientist,3/21,3/22,N/A,N/A,N/A
1515,Bentley University,2.200000000000001,Masters,Miami,N/A,0,0,1,1,Lawyer,12/19,12/20,Bus Driver,4/11,4/15,ML Engineer,6/13,6/18
1516,Rhode Island School of Design,2.000000000000001,Masters,Washington D.C.,N/A,1,0,0,3,ML Engineer,4/21,4/22,Senior SWE,12/13,1/14,Data scientist,2/17,2/19
1517,Brown University,1.2,Masters,Detroit,N/A,0,0,1,3,Bus Driver,2/10,2/22,Bus Driver,2/15,2/22,Senior SWE,6/18,6/22
1518,Colgate University,2.3000000000000007,Phd,Detroit,F,1,1,N/A,1,ML Engineer,12/22,1/23,Data scientist,11/12,11/18,Data scientist,12/16,12/18
1519,Bentley University,3.700000000000002,Masters,Detroit,M,N/A,1,0,4,Data scientist,6/16,6/20,Bus Driver,6/14,6/21,Junior SWE,5/13,5/17
1520,Columbia University,2.8000000000000016,Phd,Detroit,F,0,1,0,1,Lawyer,12/23,1/24,Data scientist,4/11,4/17,Lawyer,2/23,6/23
1521,Brown University,2.6000000000000014,Bachelors,Detroit,F,N/A,1,1,0,Data scientist,9/17,9/18,Lawyer,11/17,11/20,ML Engineer,6/22,9/22
1522,Providence College,2.000000000000001,Phd,Chicago,N/A,N/A,0,N/A,3,Data scientist,12/20,12/22,Chef,1/10,1/22,ML Engineer,7/11,7/19
1523,Rhode Island School of Design,2.8000000000000016,Phd,Miami,F,0,0,0,4,Bus Driver,12/12,12/18,N/A,N/A,N/A,N/A,N/A,N/A
1524,Rhode Island School of Design,1.5000000000000002,Phd,Washington D.C.,N/A,0,1,0,3,Chef,12/13,12/15,Data scientist,10/22,12/22,Senior SWE,11/18,11/19
1525,Providence College,2.3000000000000007,Bachelors,Washington D.C.,F,1,1,0,3,Lawyer,4/13,N/A,Lawyer,4/23,5/23,Senior SWE,6/18,6/22
1526,Colgate University,2.9000000000000012,Bachelors,Miami,F,N/A,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1527,Rhode Island School of Design,3.5000000000000018,Phd,Boston,F,1,1,1,3,Junior SWE,5/16,5/19,ML Engineer,5/11,5/22,Junior SWE,3/21,6/21
1528,SUNY New Paltz,3.0000000000000018,Masters,Miami,N/A,0,0,1,0,Senior SWE,8/20,N/A,Bus Driver,11/18,11/20,Chef,1/20,1/21
1529,SUNY Binghamton University,1.6000000000000003,Masters,Chicago,F,N/A,0,0,4,Chef,1/13,1/20,Lawyer,4/21,11/21,Bus Driver,11/10,11/13
1530,Brown University,1.9000000000000006,Bachelors,Washington D.C.,M,1,1,1,3,Junior SWE,9/13,9/18,ML Engineer,7/11,7/14,N/A,N/A,N/A
1531,Brown University,2.6000000000000014,Bachelors,New York City,N/A,0,1,N/A,4,ML Engineer,1/16,1/20,N/A,N/A,N/A,N/A,N/A,N/A
